"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","SGP","Singapore","2012","2012",98.77792,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","SGP","Singapore","2013","2013",98.84876,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","SGP","Singapore","2014","2014",98.91571,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","SGP","Singapore","2015","2015",99.01531,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","SGP","Singapore","2016","2016",99.04367,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","MMR","Myanmar","2016","2016",0.90001,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","THA","Thailand","2013","2013",0.97857,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","THA","Thailand","2015","2015",0.98049,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","KHM","Cambodia","2014","2014",0.82085,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","KHM","Cambodia","2015","2015",0.84955,,
